id   |nome                                            |precoCusto|precoVenda|ncm     |referencia    |dataCadastro
27441|REFRIG SPRITE LATA 350ML                               |1.00      |2.5000    |01011090|                    |2015-10-12 10:19:37
27442|AVEIA NESTLE FLOC.FINOS170G                            |1.32      |3.3000    |19053100|                    |2015-10-12 10:19:37
27443|BISC NESFIT CACAU E CERE.200G                          |0.32      |3.2000    |01011090|                    |2015-10-12 10:19:37
27444|REQUEIJAO CREM.PAULISTA 200G                           |2.44      |6.1000    |040610  |                    |2015-10-12 10:19:37
27445|MASSA P/PASTEL DISCAO JK 500G                          |0.75      |7.5000    |01011090|                    |2015-10-12 10:19:37
27446|BEBIDA LACTEA PO.PAU.MO.540G                           |0.00      |6.0000    |01011090|                    |2015-10-12 10:19:37
27447|SUCO MIS.NAT.FRUIT PESSEGO1LT                          |0.48      |2.4000    |01011090|                    |2015-10-12 10:19:37
27448|CATCHUP PET QUERO 400G                                 |2.65      |5.3000    |21032010|                    |2015-10-12 10:19:37
27449|BANDEJA MEL.C/ALCA35X20CMROSA                          |3.11      |15.5500   |01011090|                    |2015-10-12 10:19:37
27450|BANDEJA ME.C/ALCA 39X23CMROSA                          |0.00      |19.8000   |01011090|                    |2015-10-12 10:19:37
27451|BANDEJA ME.C/ALCA 44X26CMROSA                          |7.59      |25.3000   |01011090|                    |2015-10-12 10:19:37
27452|CANECA PLASTICA SBRISSA                                |0.00      |1.9500    |01011090|                    |2015-10-12 10:19:37
27453|COPO CIV BRILHANTE AZ.310MLJG                          |5.63      |11.2500   |01011090|                    |2015-10-12 10:19:37
27454|JOGO TACA MULTICOLOR 330ML                             |3.40      |17.0000   |01011090|                    |2015-10-12 10:19:37
27455|KIT ALIM.COPO/GARFO/COL./PRAT                          |2.47      |24.6500   |01011090|                    |2015-10-12 10:19:37
27456|JARRA DUO 1.7LT                                        |2.77      |13.8500   |01011090|                    |2015-10-12 10:19:37
27457|JARRA C/TAMPA 3.8L TRA.SANRE.                          |1.84      |18.3600   |01011090|                    |2015-10-12 10:19:37
27458|CONJUNTO POTE DE.QD.PMG P.MAO                          |0.00      |7.0000    |01011090|                    |2015-10-12 10:19:37
27459|CONJUNTO POTE DE.RE.PMG P.MAO                          |1.40      |7.0000    |01011090|                    |2015-10-12 10:19:37
27460|PORTA PAO PLASTICO                                     |5.95      |11.9000   |01011090|                    |2015-10-12 10:19:37
27461|PRATO VIDRO FUNDO MARROM 22CM                          |0.80      |4.0000    |01011090|                    |2015-10-12 10:19:37
27462|TIGELA MELA.P/PIPOCA 19CM                              |2.46      |8.2000    |01011090|                    |2015-10-12 10:19:37
27463|TIGELA MELAN.REDONDA 20CM                              |0.00      |4.6000    |01011090|                    |2015-10-12 10:19:37
27464|TIGELA MELAN.REDONDA 18CM                              |0.00      |4.0000    |01011090|                    |2015-10-12 10:19:37
27465|MAMADEIRA DECORADA 240ML                               |1.98      |3.9500    |01011090|                    |2015-10-12 10:19:37
27466|LIXEIRA INF.HIPOPOT B.C/PD.7L                          |7.35      |14.7000   |01011090|                    |2015-10-12 10:19:37
27467|PORTA RETRA.GOLD/PTA 15X20V.H                          |3.04      |15.2000   |01011090|                    |2015-10-12 10:19:37
27468|PORTA RETRA.GOLD/PTA 20X25V.H                          |7.58      |18.9500   |01011090|                    |2015-10-12 10:19:37
27469|TORNEIRA P/FILTRO BEB.AU.AZUL                          |1.85      |3.7000    |01011090|                    |2015-10-12 10:19:37
27470|TORNEIRA P/FILTRO BEB.AU.BCO                           |1.85      |3.7000    |01011090|                    |2015-10-12 10:19:37
27471|CREME DE LEITE LATA SABO.290G                          |1.75      |3.5000    |01011090|                    |2015-10-12 10:19:37
27472|MAIONESE PICANTE SABORE.200G                           |0.00      |2.4000    |210390  |                    |2015-10-12 10:19:37
27473|CIGARRO HOLLYOOD ORI.KS 20UN                           |0.75      |7.5000    |01011090|                    |2015-10-12 10:19:37
27474|SUCO NAT.FR.SALADA 200ML                               |0.50      |1.0000    |01011090|                    |2015-10-12 10:19:37
27475|SORVETE VILELA 3 DES.CHOCOMAIS 1.5LT                   |6.00      |14.9900   |21050010|                    |2015-10-12 10:19:37
27476|SORVETE VILELA CHOCO FRUTA 1.5LT                       |4.50      |14.9900   |21050010|                    |2015-10-12 10:19:37
27477|SORVETE VILELA MOUSSE DE MARACUJA 1.5LT                |3.00      |14.9900   |21050010|                    |2015-10-12 10:19:37
27478|SORVETE VILELA FLOCOS 380ML                            |1.50      |5.0000    |21050010|                    |2015-10-12 10:19:37
27479|SORVETE YORGUTE FR.DI BO.1.5L                          |7.25      |14.5000   |21050010|                    |2015-10-12 10:19:37
27480|CALDO ARISCO GALINHA 850G                              |1.16      |5.8000    |210410  |                    |2015-10-12 10:19:37
27481|LEITE CONDENSADO GLORIA 395G                           |0.00      |2.8000    |01011090|                    |2015-10-12 10:19:37
27482|PALMITO IMPERADOR DA SER.180G                          |2.58      |8.6000    |01011090|                    |2015-10-12 10:19:37
27483|COLHER CRISTAL RE.STRAWP.50UN                          |1.16      |2.9000    |01011090|                    |2015-10-12 10:19:37
27484|PAPEL ALUM.45X7.5 ALUNGRILL                            |0.53      |5.3000    |76071190|                    |2015-10-12 10:19:37
27486|PRATO PLAST DESC.N21 FU.TERM.                          |0.40      |2.0000    |39241000|                    |2015-10-12 10:19:37
27487|ENERGETICO TITANIUM 1LT                                |4.00      |8.0000    |841989  |                    |2015-10-12 10:19:37
27488|SUCO NECTAR CAJU LA FRUIT 1LT                          |0.00      |5.0000    |22029900|                    |2015-10-12 10:19:37
27489|CREME P/PEN.SEDA HID.AN.300ML                          |0.62      |6.2000    |01011090|                    |2015-10-12 10:19:37
27490|SHAMPOO PALMO.NAT.NEUTRO350ML                          |0.00      |5.6000    |01011090|                    |2015-10-12 10:19:37
27491|COND PALMO.NAT.NEUTRO 300ML                            |3.23      |6.4500    |01011090|                    |2015-10-12 10:19:37
27492|SHAMPOO GOTA BABOSA 340ML                              |0.52      |5.1500    |01011090|                    |2015-10-12 10:19:37
27493|SHAMPOO GOTA CAMOMILA 340ML                            |1.03      |5.1500    |01011090|                    |2015-10-12 10:19:37
27494|SHAMPOO GOTA 7 ERVAS 340ML                             |1.13      |3.7500    |01011090|                    |2015-10-12 10:19:37
27495|COND GOTA 7 ERVAS 340ML                                |1.40      |4.6500    |01011090|                    |2015-10-12 10:19:37
27496|COND GOTA CAMOMILA 340ML                               |0.64      |6.3500    |01011090|                    |2015-10-12 10:19:37
27497|AGUA ACQUA LIA S/GAS 1500ML                            |0.81      |2.7000    |22011000|                    |2015-10-12 10:19:37
27498|FILME PVC BOREDA 28X30                                 |1.44      |3.6000    |39204310|                    |2015-10-12 10:19:37
27499|INSETICIDA ESPIRAL DETEFON10U                          |0.43      |2.1500    |01011090|                    |2015-10-12 10:19:37
27500|DANONE LIQ.MORANGO 170G                                |1.35      |2.7000    |01011090|                    |2015-10-12 10:19:37
27501|DANONINHO P/BEBER MORA.100G                            |0.56      |1.8500    |040610  |                    |2015-10-12 10:19:37
27502|SORVETE VILELA ACAI COM BANANA 200ML                   |4.00      |8.0000    |21050010|                    |2015-10-12 10:19:37
27503|LEITE INTEG.BOM GOSTO 1LT                              |0.00      |3.0000    |040120  |                    |2015-10-12 10:19:37
27504|MARGARINA QUALY SEM SAL 500G                           |0.63      |6.2500    |15171000|                    |2015-10-12 10:19:37
27505|AMAC MON BIJOU P.F.NATUR.2LT                           |0.71      |7.0500    |380991  |                    |2015-10-12 10:19:37
27506|BISCOITO NESTLE PASSA TEMPO BICHOS MORANGO 140G        |0.60      |2.0000    |01011090|                    |2015-10-12 10:19:37
27507|BISC.MARILAN TORTINHA CHOCOLATE 160G                   |0.25      |2.4500    |01011090|                    |2015-10-12 10:19:37
27508|DESINFETANTE PINHO SOL CITRUS LAVANDA 500ML            |0.46      |4.5500    |380894  |                    |2015-10-12 10:19:37
27509|ALCOOL ANHANGUERA 1LT                                  |3.13      |6.2500    |28289020|                    |2015-10-12 10:19:37
27510|ALCOOL ANHANGUERA 500ML                                |1.65      |3.3000    |01011090|                    |2015-10-12 10:19:37
27511|ADOCANTE PO ZERO CAL ASPARTAME 800MG                   |1.80      |4.5000    |210690  |                    |2015-10-12 10:19:37
27512|EXTRATO TOMATE D`AJUDA LATA 850G                       |2.70      |5.4000    |200290  |                    |2015-10-12 10:19:37
27513|PURIF.GLADE AERO LEMBRANÇAS DE INFANCIA 360ML          |0.00      |6.6500    |01011090|                    |2015-10-12 10:19:37
27514|PURIF.GLADE AERO MANHA CAMPO 360ML                     |1.81      |9.0500    |01011090|                    |2015-10-12 10:19:37
27515|SABONETE DOVE LEITE DE COCO 90G                        |1.02      |2.5500    |340111  |                    |2015-10-12 10:19:37
27516|SABONETE FRANCIS LUXO FLORES MARS.VERM.90G             |0.54      |1.3500    |340111  |                    |2015-10-12 10:19:37
27517|SABONETE FRANCIS LUXO ROSAS GEIVER ROSA 90G            |0.68      |1.3500    |340111  |                    |2015-10-12 10:19:37
27518|SALSICHA ODERICH AO MOLHO 310G                         |0.59      |2.9500    |01011090|                    |2015-10-12 10:19:37
27519|SACO LIXO LIXOPLAS AZUL 50LT                           |0.00      |3.5000    |392321  |                    |2015-10-12 10:19:37
27520|SACO LIXO LIXOPLAS AZUL 100LT                          |1.95      |3.9000    |392321  |                    |2015-10-12 10:19:37
27521|TOALHA DE PAPEL SNOB DECORADA 60F                      |0.75      |3.7500    |481890  |                    |2015-10-12 10:19:37
27522|PANO M USO PERFEX ROSA 5X1                             |0.48      |4.8000    |560312  |                    |2015-10-12 10:19:37
27523|AMACIANTE FOFIX LAVANDA 2LT                            |0.00      |4.2000    |340290  |                    |2015-10-12 10:19:37
27524|DESINFETANTE TECLIMP FLORES DE IPE 2LT                 |0.00      |3.8000    |380894  |                    |2015-10-12 10:19:37
27525|LIMP VEJA M USO ORIGINAL 500ML L500 P450               |0.79      |3.9500    |34029090|                    |2015-10-12 10:19:37
27526|LIMPADOR STILL FLORAL 1LT                              |1.35      |4.5000    |34029019|                    |2015-10-12 10:19:37
27527|DESINFETANTE MICO LAVANDA 2LT                          |0.69      |3.4500    |380894  |                    |2015-10-12 10:19:37
27528|DESINFETANTE ESTRELA KAIAK 2LT                         |1.70      |3.4000    |380894  |                    |2015-10-12 10:19:37
27529|LIMPADOR ZUPP BEM ESTAR LAVANDA 500ML                  |0.61      |3.0500    |380894  |                    |2015-10-12 10:19:37
27530|LIMPADOR ZUPP BRISA CALMANTE 500ML                     |0.00      |2.9900    |380894  |                    |2015-10-12 10:19:37
27531|GARRAFA DE MESA MINIGARBO 250ML                        |7.08      |23.6000   |96170010|                    |2015-10-12 10:19:37
27532|BALDE ARQPLAST 8LT                                     |1.70      |4.2500    |01011090|                    |2015-10-12 10:19:37
27533|BALDE ARQPLAST PRETO 10LT                              |2.28      |5.7000    |01011090|                    |2015-10-12 10:19:37
27534|SABONETE PALM.GELEIA REAL 90G                          |0.60      |1.5000    |01011090|                    |2015-10-12 10:19:37
27535|SABONETE DOVE MEN CLEAN COMFORT 90G                    |1.30      |2.6000    |01011090|                    |2015-10-12 10:19:37
27536|SABONETE +FAMILIA ERVA DOCE 90G                        |0.40      |1.0000    |01011090|                    |2015-10-12 10:19:37
27537|SABONETE FRANCIS LAVANDA 90G                           |0.22      |1.1000    |01011090|                    |2015-10-12 10:19:37
27538|SABONETE +FAMILIA MEL COM CEREAIS 90G                  |0.40      |1.0000    |01011090|                    |2015-10-12 10:19:37
27539|TINTURA NUTRISSE CASTANHO VERMELHO 46                  |4.74      |15.8000   |33059000|                    |2015-10-12 10:19:37
27540|CHOCO.LACTA VARIEDADES 332G                            |4.40      |11.0000   |01011090|                    |2015-10-12 10:19:37
27541|PAPEL ALUMINIO WYDA 7,5M 30CM                          |0.78      |3.9000    |76071110|                    |2015-10-12 10:19:37
27542|SACO LIXO LIXOLIX 100LT                                |0.80      |2.0000    |01011090|                    |2015-10-12 10:19:37
27543|BOMBOM NESTLE ESPECIALIDADES 355G                      |2.09      |10.4500   |180631  |                    |2015-10-12 10:19:37
27544|REPELENE CITROLUX 8VELAS 35G                           |0.73      |7.3000    |34060000|                    |2015-10-12 10:19:37
27545|PREDENDOR VARAL 12UN                                   |0.26      |1.3000    |01011090|                    |2015-10-12 10:19:37
27546|FIO DENTAL JHONSON E JHONSON MENTA 100M                |2.66      |8.8500    |01011090|                    |2015-10-12 10:19:37
27547|BALA BUTTER TOFFEES CHOCO.750G                         |4.68      |11.7000   |200799  |                    |2015-10-12 10:19:37
27548|ALGODAO APOLO 25G                                      |0.42      |2.1000    |01011090|                    |2015-10-12 10:19:37
27549|SUCO ADORALLE ABACAXI 1LT                              |1.75      |3.5000    |01011090|                    |2015-10-12 10:19:37
27550|AGUA DE COCO LA FRUIT 1LT                              |2.88      |5.7500    |2201    |                    |2015-10-12 10:19:37
27551|ESPELHO PAVAO N16                                      |0.96      |4.8000    |01011090|                    |2015-10-12 10:19:37
27552|SUCO REFRESKANT UVA 140G                               |0.70      |1.7500    |01011090|                    |2015-10-12 10:19:37
27553|SUCO REFRESKANT ABACAXI 140G                           |0.88      |1.7500    |01011090|                    |2015-10-12 10:19:37
27554|SUCO ADORALLE CAJU 30G                                 |0.38      |0.7500    |01011090|                    |2015-10-12 10:19:37
27555|SUCO ADORALLE LARANJA MAMAO 30G                        |0.15      |0.7500    |01011090|                    |2015-10-12 10:19:37
27556|SUCO ADORALLE LIMAO 30G                                |0.30      |0.7500    |01011090|                    |2015-10-12 10:19:37
27557|SUCO AORALLE FRUTAS VERM.30G                           |0.38      |0.7500    |01011090|                    |2015-10-12 10:19:37
27558|SUCO ADORALLE GOIABA 30G                               |0.30      |0.7500    |01011090|                    |2015-10-12 10:19:37
27559|SUCO ADORALLE PESSEGO 30G                              |0.08      |0.7500    |01011090|                    |2015-10-12 10:19:37
27560|SUCO ADORALLE UVA 30G                                  |0.08      |0.7500    |01011090|                    |2015-10-12 10:19:37
27561|GELATINA ROYAL ZERO ACUCAR 12G                         |0.57      |1.9000    |350300  |                    |2015-10-12 10:19:37
27562|COND.TRESSEME RECO.FORCA 400ML                         |2.32      |11.6000   |01011090|                    |2015-10-12 10:19:37
27563|SHAMPOO TRESEMME BLIND.PLATINIUM 400ML                 |3.00      |10.0000   |01011090|                    |2015-10-12 10:19:37
27564|COND.TRESEMME BLIN.PLATINIUM 400ML                     |3.20      |10.6500   |01011090|                    |2015-10-12 10:19:37
27565|COND.TRESEMME SELA.CAPILAR 400ML                       |5.33      |10.6500   |01011090|                    |2015-10-12 10:19:37
27566|SHAMPOO TRESEMME LISO E SEDOSO 400ML                   |1.99      |9.9500    |01011090|                    |2015-10-12 10:19:37
27567|SHAMPOO TRESEMME SELA.CAPILAR 400ML                    |1.00      |10.0000   |01011090|                    |2015-10-12 10:19:37
27568|SHAMPOO TRESEMME RECO.E FORCA 400ML                    |0.00      |10.0000   |01011090|                    |2015-10-12 10:19:37
27569|SHAMPOO PALM.HIDR.LUMINOSA 350ML                       |0.00      |5.8500    |01011090|                    |2015-10-12 10:19:37
27570|COND.PALM.HIDR.LUMINOSA 350ML                          |3.43      |6.8500    |01011090|                    |2015-10-12 10:19:37
27571|DESODORANTE REXONA MEN INV.50ML                        |1.86      |6.2000    |33072010|                    |2015-10-12 10:19:37
27572|DESOD.REXONA ANTIB.150ML                               |2.44      |12.2000   |330720  |                    |2015-10-12 10:19:37
27573|SANDALIA HAV MIX AREIA DOURADA 37/38                   |3.90      |13.0000   |01011090|                    |2015-10-12 10:19:37
27574|SAND.HAV.ROXO 35/36                                    |4.95      |9.9000    |01011090|                    |2015-10-12 10:19:37
27575|PIPOCA VELLY MANTEIGA 90G                              |0.72      |1.8000    |10059010|                    |2015-10-12 10:19:37
27576|PIPOCA VELLY NATURAL COM SAL 90G                       |0.31      |1.5500    |100590  |                    |2015-10-12 10:19:37
27577|PIPOCA VELLY QUEIJO 90G                                |0.31      |1.5500    |100590  |                    |2015-10-12 10:19:37
27578|PIPOCA VELLY NATURAL 90G                               |0.18      |1.8000    |10059010|                    |2015-10-12 10:19:37
27579|PIPOCA VELLY MANTEIGA EXTRA 90G                        |0.62      |1.5500    |100590  |                    |2015-10-12 10:19:37
27580|PIPOCA VELLY MANTEIGA LIGHT 90G                        |0.78      |1.5500    |100590  |                    |2015-10-12 10:19:37
27581|PIPOCA VELLY BACON 90G                                 |0.31      |1.5500    |100590  |                    |2015-10-12 10:19:37
27582|BOLACHA FOFINHO DOCE DE LEITE 110G                     |0.46      |1.1500    |19053100|                    |2015-10-12 10:19:37
27583|BOLACHA AMANDA FLOCOS 110G                             |0.10      |1.0000    |19053100|                    |2015-10-12 10:19:37
27584|BOLACHA AMANDA DOCE DE LEITE 110G                      |0.00      |1.0000    |19053100|                    |2015-10-12 10:19:37
27585|SUCO ADORALLE GUARANA 30G                              |0.08      |0.7500    |01011090|                    |2015-10-12 10:19:37
27586|MISTURA BOLO SANDELA CHOCOLATE 400G                    |0.95      |3.1500    |01011090|                    |2015-10-12 10:19:37
27587|MISTURA BOLO SANDELLA LARANJA 400G                     |1.58      |3.1500    |01011090|                    |2015-10-12 10:19:37
27588|SAZON TOQUE DE ALECRIM 60G                             |0.00      |4.2000    |21039021|                    |2015-10-12 10:19:37
27589|TEMPERO VELLY AVES 50G                                 |0.60      |2.9900    |210390  |                    |2015-10-12 10:19:37
27590|TEMPERO VELLY LEGUMES 50G                              |1.50      |2.9900    |210390  |                    |2015-10-12 10:19:37
27591|BOLACHA SOCIAL CLUB ORI.156G                           |0.00      |3.6500    |230990  |                    |2015-10-12 10:19:37
27592|BOLACHA VISCONTI LIMAO 120G                            |0.64      |1.6000    |19053200|                    |2015-10-12 10:19:37
27593|AZEITE ANDORINHA EXTRA VIRGEM 500ML                    |1.76      |17.6000   |01011090|                    |2015-10-12 10:19:37
27594|TEMPERO SABORELLE COMPLETO SEM PIMENTA 930G            |2.37      |7.9000    |21039021|                    |2015-10-12 10:19:37
27595|LEITE EM PO GLORIA 400G                                |0.84      |8.4000    |040210  |                    |2015-10-12 10:19:37
27596|CREME DE LEITE VIGOR 1KG                               |3.70      |9.2600    |01011090|                    |2015-10-12 10:19:37
27597|ACHOC. NESTLE NESCAU 200G                              |1.72      |4.3000    |18069000|                    |2015-10-12 10:19:37
27598|KETCHUP SABORELLE 400G                                 |1.20      |3.0000    |01011090|                    |2015-10-12 10:19:37
27599|MAIONESE HELLMANN´S 500G                               |3.68      |7.3500    |39012029|                    |2015-10-12 10:19:37
27600|AMIDO DE MAIZENA 1KG                                   |2.38      |11.8900   |01011090|                    |2015-10-12 10:19:37
27601|TAL E QUAL ASSUGRIM DIET 133G                          |1.01      |10.0500   |294000  |                    |2015-10-12 10:19:37
27602|FIAMBRE BORDON 320G                                    |1.01      |3.3500    |01011090|                    |2015-10-12 10:19:37
27603|MACARRAO SANDELLA CALABRESA PIC.85G                    |0.20      |1.0000    |19023000|                    |2015-10-12 10:19:37
27604|GELATINA AMALIA FRAMBOESA 35G                          |0.00      |0.7000    |350300  |                    |2015-10-12 10:19:37
27605|GELATINA AMALIA UVA 35G                                |0.14      |0.7000    |350300  |                    |2015-10-12 10:19:37
27606|GELATINA AMALIA CEREJA 35G                             |0.14      |0.7000    |350300  |                    |2015-10-12 10:19:37
27607|CHICLE BUZZY TAT.TUTTI FRUTTI 400G                     |2.10      |7.0000    |17041000|                    |2015-10-12 10:19:37
27608|MOLHO POMAROLA LATA 340G                               |0.00      |3.9000    |24039910|                    |2015-10-12 10:19:37
27609|QUEROSENE LUZTOL LATA 900ML                            |2.70      |9.0000    |271019  |                    |2015-10-12 10:19:37
27610|SABAO PO TIXAN YPE PRIMAVERA 5KG                       |17.00     |42.5000   |34022000|                    |2015-10-12 10:19:37
27611|GEL FIXAD BOZZANO ES.AZUL REL 230G                     |0.36      |3.6000    |01011090|                    |2015-10-12 10:19:37
27612|LAMPADA ELET.EMPALUX 220X11W                           |2.19      |7.3000    |01011090|                    |2015-10-12 10:19:37
27613|LAMPADA ELET.EMPALUX 220X15W                           |3.06      |7.6500    |01011090|                    |2015-10-12 10:19:37
27614|LENÇO UMED.HUGGIES CLASSIC 48T                         |1.15      |11.5000   |34011900|                    |2015-10-12 10:19:37
27615|ENERGETICO TITANIUM 500ML                              |0.00      |6.0000    |01011090|                    |2015-10-12 10:19:37
27616|POLVILHO CASEIRO TACHE 1KG                             |0.00      |5.4000    |01011090|                    |2015-10-12 10:19:37
27617|BEBIDA LARANJINHA 320ML                                |0.20      |1.9900    |01011090|                    |2015-10-12 10:19:37
27618|CHANDELLE BRANCO CHOCOLATE 220G                        |2.16      |5.4000    |01011090|                    |2015-10-12 10:19:37
27619|CHANDELLE CHOCOLATE AO LEITE 220G                      |0.00      |5.4000    |01011090|                    |2015-10-12 10:19:37
27620|BEBIDA LACTEA MORANGO 180G                             |0.22      |2.2000    |01011090|                    |2015-10-12 10:19:37
27621|POLPA 3 SABORES NESTLE 540G                            |0.40      |3.9900    |01011090|                    |2015-10-12 10:19:37
27622|ARROZ TIO JORGE INTEGRAL 1KG                           |0.40      |3.9500    |10063021|                    |2015-10-12 10:19:37
27623|FITA DUREX 3M 12MMX40MT R400                           |0.10      |1.0000    |01011090|                    |2015-10-12 10:19:37
27624|MACARRAO LIANE COMUM COMPRIDO N3 1KG                   |2.06      |5.1500    |01011090|                    |2015-10-12 10:19:37
27625|SUCO ADORALLE LARANJA 180G                             |0.64      |1.6000    |21069010|                    |2015-10-12 10:19:37
27626|SUCRILHOS ORIGINAL 300G                                |0.00      |10.1500   |19041000|                    |2015-10-12 10:19:37
27627|M&M´S CHOC/LEITE 52G                                   |1.08      |2.7000    |01011090|                    |2015-10-12 10:19:37
27628|VINHO SANGRIA CANTINA SERRA TI.SUA. 3LT                |4.55      |15.1500   |220600  |                    |2015-10-12 10:19:37
27629|BOMBOM GAROTO SORTIDO 300G                             |2.23      |11.1500   |18069000|                    |2015-10-12 10:19:37
27630|CHICLETE PLIM PLIM MORANGO 350G                        |0.92      |4.6000    |01011090|                    |2015-10-12 10:19:37
27631|FRALDA PERSONAL BABY MEGA G                            |8.00      |39.9900   |48184010|                    |2015-10-12 10:19:37
27632|FRALDA PERSONAL BABY MEGA XG                           |15.56     |38.9000   |48184010|                    |2015-10-12 10:19:37
27633|FRALDA SAPEKA PRATICA G                                |0.00      |12.7000   |01011090|                    |2015-10-12 10:19:37
27634|FRALDA SAPEKA PRATICA XXG                              |1.27      |12.7000   |01011090|                    |2015-10-12 10:19:37
27635|DOCE PAÇOCA RETANGULAR EMB.1,1KG                       |0.00      |20.6000   |20079990|                    |2015-10-12 10:19:37
27636|CONJUNTO LILLO ESCOVA+PENTE ROSA                       |4.55      |15.1500   |01011090|                    |2015-10-12 10:19:37
27637|COPO LILLO ANTIVAZAMENTO DIVERTIDA AZUL                |3.61      |18.0600   |01011090|                    |2015-10-12 10:19:37
27638|ESCOVA J&J TEK MEDIA                                   |0.82      |4.1000    |01011090|                    |2015-10-12 10:19:37
27639|ESCOVA SORRISO TRIPLA 123 MACIA                        |2.08      |4.1500    |01011090|                    |2015-10-12 10:19:37
27640|BIG CHICKEN TRADICIONAL INST. 1KG                      |7.20      |17.9900   |01011090|                    |2015-10-12 10:19:37
27641|SAND. HAV.COLOR GREEN NEON 37/38                       |0.00      |10.5000   |01011090|                    |2015-10-12 10:19:37
27642|BICAMADA MORANGO 150G                                  |0.46      |4.6000    |01011090|                    |2015-10-12 10:19:37
27643|CEREAIS COLORIDO+CHAMBYTO B MORANGO 130G               |1.76      |4.4000    |01011090|                    |2015-10-12 10:19:37
27644|REQUEIJAO CREMOSO NESTLE 200G                          |0.00      |8.4500    |040610  |                    |2015-10-12 10:19:37
27645|CHAMBINHO MORANGO PETIT 320G                           |1.88      |6.2500    |040610  |                    |2015-10-12 10:19:37
27646|SABONETE FRANCIS S.AN.E.FLO.BCO 90G                    |0.44      |1.1000    |01011090|                    |2015-10-12 10:19:37
27647|KAPO ABACAXI 200ML                                     |0.12      |1.1500    |01011090|                    |2015-10-12 10:19:37
27648|MACARRAO INST.VELLY GALINHA 85G                        |0.00      |0.9500    |01011090|                    |2015-10-12 10:19:37
27649|MACARRAO VELLY INST.CARNE 85G                          |0.30      |0.7500    |01011090|                    |2015-10-12 10:19:37
27650|VASSOURA VARRE MUITO CONDOR                            |2.91      |9.7000    |01011090|                    |2015-10-12 10:19:37
27651|ESCOVA CABELOS BARBIE 6895                             |0.00      |18.8500   |01011090|                    |2015-10-12 10:19:37
27652|REQUEIJAO CREM.DANONE REGULAR 200G                     |3.00      |9.9900    |04061090|                    |2015-10-12 10:19:37
27653|DANETTE UHT CHOCOLIX 200ML                             |0.23      |2.3000    |01011090|                    |2015-10-12 10:19:37
27654|CLOSE UP DIAMOND POWER WHITE 70G                       |2.40      |4.8000    |01011090|                    |2015-10-12 10:19:37
27655|COND.TRESEMME LISO E SEDOSO 400ML                      |4.60      |11.5000   |01011090|                    |2015-10-12 10:19:37
27656|DESOD.NIVEA FEM.INVISIBLE BLACK&WHITE 97G              |5.75      |11.5000   |33072010|                    |2015-10-12 10:19:37
27657|SABONETE DOVE KARITE E BAUNILHA 90G                    |0.60      |2.0000    |340111  |                    |2015-10-12 10:19:37
27658|SHAMPOO TRESEMME PERF.DESARRUMADO 400ML                |4.00      |10.0000   |01011090|                    |2015-10-12 10:19:37
27659|BIG CHICKEN C/QUEIJO INST. 1KG                         |7.00      |17.5000   |01011090|                    |2015-10-12 10:19:37
27660|FILEZINHO PEITO FRANGO CONG.SADIA 1KG                  |1.42      |14.2000   |01011090|                    |2015-10-12 10:19:37
27661|BALA SABOR BRASIL GEL MIX 600G                         |0.50      |5.0000    |170490  |                    |2015-10-12 10:19:37
27662|BALA SABOR BRASIL MIX FRUTAS 600G                      |0.50      |5.0000    |170490  |                    |2015-10-12 10:19:37
27663|PRATO VDO FDO LUZ MAR.                                 |1.40      |3.5000    |01011090|                    |2015-10-12 10:19:37
27664|VINAGRE CASTELO LIMAO 750ML                            |0.53      |5.3000    |01011090|                    |2015-10-12 10:19:37
27665|ESMALTE RISQUE NOVO AZUL!                              |0.25      |2.5000    |01011090|                    |2015-10-12 10:19:37
27666|MARGARINA QUALY SEM SAL 250G                           |0.74      |3.7000    |15171000|                    |2015-10-12 10:19:37
27667|BISC LIANE MAIZENA 400G                                |0.84      |4.2000    |19053100|                    |2015-10-12 10:19:37
27668|BISC LIANE DIVERSAO DOCE DE LEITE 115G                 |0.58      |1.1500    |01011090|                    |2015-10-12 10:19:37
27669|CALDO MAGGI VERDURA LEGUMES 63G                        |0.12      |1.2000    |210410  |                    |2015-10-12 10:19:37
27670|MORTADELA MISTA PERDIGAO 1KG                           |5.20      |13.0000   |16010000|                    |2015-10-12 10:19:37
27671|TIRA MANCHAS OMO PO 420G ROUPA COLORIDA                |0.00      |16.4100   |01011090|                    |2015-10-12 10:19:37
27672|LAMPADA OSRAM ELET.DULUX STAR 15W 8A                   |5.33      |10.6500   |85393100|                    |2015-10-12 10:19:37
27673|CERA AC DELCO LIMPADORA 200G                           |5.18      |10.3500   |01011090|                    |2015-10-12 10:19:37
27674|AC DELCO LIMPA PNEU LIQUIDO 300ML                      |3.15      |6.3000    |340290  |                    |2015-10-12 10:19:37
27675|TALAO NOTA PROMISSORIA JANDAIA 50F                     |0.30      |1.0000    |01011090|                    |2015-10-12 10:19:37
27676|FITA ISOLANTE 3M IMPERIAL 18MMX10MTS                   |0.29      |2.9000    |01011090|                    |2015-10-12 10:19:37
27677|AC DELCO SILICONE LIQUIDO 100ML                        |1.32      |6.6000    |391000  |                    |2015-10-12 10:19:37
27678|DROPS HALLS EXTRA FORTE 34G                            |0.30      |1.0000    |170490  |                    |2015-10-12 10:19:37
